retention_in_hour,count
0, 940156
1, 684969
2, 904943
3, 1264108
4, 11043379
5, 11023464
6, 7997270
7, 5922782
8, 12965382
9, 1089411
10, 414043
11, 370257
12, 406975
13, 565182
14, 666937
15, 380816
16, 378116
17, 319347
18, 347625
19, 291413
20, 564596
21, 461041
22, 451070
23, 256862
24, 2525189
25, 504183
26, 616302
27, 161544
28, 227995
29, 52794
30, 11690
31, 18092
32, 66672
33, 4139
34, 5902
35, 1384
36, 2184
37, 1300
38, 105103
39, 2476
40, 2334
41, 1672
42, 6216
43, 11479
44, 71708
45, 14488
46, 31596
47, 17605
48, 880388
49, 14680
50, 14492
51, 3841
52, 3567
53, 33100
54, 10004
55, 4156
56, 18144
57, 4598
58, 4864
59, 53700
60, 24751
61, 31078
62, 294617
63, 265821
64, 257499
65, 231500
66, 169463
67, 59133
68, 102558
69, 49804
70, 88609
71, 47755
72, 6094
73, 2835
74, 106523
75, 757
76, 186508
77, 8723
78, 728
79, 3236
80, 2703
81, 6000
82, 10200
83, 61600
84, 28553
85, 31410
86, 254212
87, 264690
88, 277718
89, 235281
90, 185464
91, 66173
92, 119260
93, 61801
94, 95290
95, 58362
96, 44761
97, 59892
98, 158498
99, 53335
100, 196927
101, 3880
102, 921
103, 3006
104, 1257
105, 2315
106, 2542
107, 52622
108, 24015
109, 29994
110, 154056
111, 265567
112, 268904
113, 299652
114, 217697
115, 59790
116, 104744
117, 47699
118, 94801
119, 64863
120, 2276
121, 26271
122, 982917
123, 1359453
124, 578691
125, 125774
126, 355652
127, 147800
128, 108029
129, 7160
130, 2336
131, 52265
132, 37529
133, 82555
134, 168645
135, 285669
136, 278914
137, 288811
138, 238120
139, 96139
140, 102563
141, 46088
142, 85626
143, 48989
144, 2268
145, 9758
146, 8297192
147, 7139384
148, 7265445
149, 6099366
150, 7404428
151, 10167056
152, 1566
153, 3587
154, 12092
155, 67186
156, 17112
157, 2795
158, 1202
159, 2146
160, 30587
161, 9983
162, 19576
163, 59016
164, 6703
165, 10494
166, 46407
167, 74765
168, 191
169, 93291
170, 485
171, 10035790
172, 9729909
173, 7238886
174, 5206255
175, 12462592
176, 830980
177, 7045
178, 7469
179, 7855
180, 4735
181, 14252
182, 6644
183, 36156
184, 25637
185, 13508
186, 8803
187, 50894
188, 10675
189, 1754
190, 1238
191, 5013
192, 1602
193, 95145
194, 7160
195, 177431
196, 223
197, 673
198, 9243
199, 70
200, 34
201, 16
202, 11
205, 35
206, 4
207, 434
209, 511
210, 373
214, 4
216, 2
219, 3
224, 2
227, 11
228, 2
229, 10
230, 1
233, 541
234, 3
235, 432
239, 207
241, 93446
243, 181793
244, 1102
245, 1
246, 1
247, 34
248, 2798
249, 7061
250, 7487
251, 3648
252, 1472
253, 280
254, 1387
255, 32350
256, 9385
257, 16385
258, 16187
259, 18790
260, 5645
261, 6048
262, 12496
263, 42239
264, 50795
265, 146602
266, 51078
267, 192335
268, 3202
269, 3
270, 223
271, 21
276, 6
277, 202
278, 4958
279, 23881
280, 59109
