retention_in_hour,count
0, 504747669
1, 8857610
2, 504643
3, 507220
4, 510678
5, 502979
6, 507489
7, 506326
8, 502804
9, 508606
10, 510377
11, 508424
12, 513466
13, 504636
14, 513592
15, 513497
16, 511969
17, 512357
18, 520893
19, 519081
20, 516416
21, 581255
22, 524989
23, 525939
24, 526238
25, 521629
26, 516915
27, 507771
28, 512053
29, 514063
30, 512458
31, 509093
32, 513839
33, 504978
34, 495158
35, 496098
36, 493903
37, 500659
38, 495015
39, 497450
40, 500436
41, 506866
42, 503771
43, 507615
44, 498837
45, 501218
46, 504809
47, 506421
48, 509484
49, 512399
50, 500444
51, 498524
52, 499588
53, 501611
54, 496222
55, 469034
56, 496646
57, 490404
58, 494851
59, 493025
60, 490554
61, 491310
62, 483640
63, 476204
64, 492496
65, 489862
66, 484401
67, 488252
68, 490115
69, 504694
70, 495892
71, 499603
72, 497196
73, 500760
74, 497246
75, 505899
76, 508920
77, 508934
78, 505646
79, 511609
80, 503106
81, 501141
82, 501900
83, 503767
84, 508034
85, 503728
86, 494146
87, 493911
88, 503259
89, 507499
90, 497468
91, 493283
92, 498060
93, 496880
94, 499142
95, 495311
96, 489847
97, 499185
98, 488156
99, 493181
100, 488117
101, 489999
102, 483715
103, 468116
104, 482485
105, 474193
106, 477057
107, 469376
108, 469362
109, 470385
110, 465180
111, 466762
112, 487055
113, 491168
114, 488727
115, 487778
116, 489357
117, 483545
118, 562917
119, 606521
120, 518586
121, 516035
122, 514011
123, 514290
124, 505082
125, 502895
126, 500608
127, 485466
128, 485754
129, 497312
130, 493121
131, 502457
132, 486310
133, 492182
134, 477431
135, 489382
136, 487997
137, 487439
138, 481907
139, 479243
140, 481490
141, 479301
142, 471258
143, 473100
144, 477499
145, 472990
146, 460724
147, 464617
148, 458411
149, 459772
150, 465833
151, 474049
152, 463099
153, 464479
154, 459388
155, 464530
156, 463628
157, 462653
158, 445805
159, 446269
160, 456717
161, 458005
162, 452910
163, 445525
164, 448524
165, 446325
166, 435214
167, 653690
168, 429418
169, 422460
170, 429992
171, 427948
172, 424839
173, 423314
174, 434119
175, 429453
176, 431862
177, 429651
178, 425478
179, 431070
180, 424031
181, 425301
182, 430892
183, 429484
184, 425486
185, 432317
186, 432323
187, 427275
188, 493626
189, 429062
190, 422741
191, 421846
192, 431930
193, 431438
194, 424083
195, 426178
196, 428677
197, 428088
198, 426466
199, 431807
200, 429579
201, 424589
202, 424982
203, 423427
204, 428842
205, 422808
206, 422586
207, 419175
208, 422675
209, 418859
210, 422079
211, 413405
212, 415997
213, 415542
214, 415283
