retention_in_hour,count
0, 9173386
1, 12585617
2, 5453531
3, 12785290
4, 11159411
5, 1955655
6, 1130363
7, 48946
8, 54013
9, 15808549
10, 15443901
11, 20051423
12, 19550055
13, 11670583
14, 6051583
15, 263103
16, 246992
17, 340701
18, 166255
19, 114149
20, 44285
21, 22168
22, 106435
23, 1078999
24, 1835892
25, 686847
26, 9473016
27, 9627985
28, 7523801
29, 7493271
30, 5025955
31, 2249146
32, 10975
33, 89028
34, 113748
35, 1053716
36, 15093760
37, 9860212
38, 4765384
39, 1962020
40, 12297145
41, 5567624
42, 197692
43, 57996
44, 5060
45, 7804
46, 23948
47, 7830
48, 9692
49, 41640
50, 9208868
51, 9624170
52, 6028916
53, 8734456
54, 137272
55, 936
56, 3428
57, 21312
58, 1589368
59, 1831652
60, 21764
61, 9648
62, 537868
63, 13079792
64, 9850664
65, 1556684
66, 96820
67, 23141
68, 44656
69, 26074
70, 21900
71, 66922
72, 17602
73, 4652
74, 23414
75, 23424
76, 133000
77, 2579827
78, 8805618
79, 6437337
80, 9956402
81, 4167234
82, 993730
83, 28122
84, 982628
85, 18620
86, 25346
87, 25541
88, 142699
89, 394261
90, 363368
91, 861867
92, 747811
93, 314295
94, 382322
95, 575561
96, 2338202
97, 3215568
98, 3240773
99, 2969613
100, 318334
101, 351918
102, 311055
103, 241641
104, 402492
105, 271726
106, 324484
107, 313493
108, 306417
109, 1205137
110, 307871
111, 481355
112, 1520249
113, 3229003
114, 2668188
115, 539895
116, 267986
117, 233068
118, 692080
119, 946746
120, 91689
121, 15056
122, 479533
123, 153853
124, 113641
125, 64608
126, 96940
127, 42615
128, 48567
129, 68467
130, 6177
131, 19359
132, 17391
133, 3535
134, 959413
135, 13651
136, 595953
137, 1938264
138, 1466114
139, 305844
140, 46850
141, 97556
142, 465957
143, 4558788
144, 7318325
145, 2959308
146, 979729
147, 193080
148, 596816
149, 1821198
150, 1785733
151, 8360272
152, 1960999
153, 3492078
154, 2717379
155, 56180
156, 42516
157, 101851
158, 102335
159, 103316
160, 804514
161, 1967513
162, 1643010
163, 430259
164, 2675243
165, 2913308
166, 9943559
167, 3971736
175, 2
176, 11326353
177, 1649664
178, 12222454
179, 8271658
184, 2966
185, 981
189, 2005
190, 1704
191, 50565
192, 34
193, 198
194, 34
195, 544
196, 5
207, 352
214, 1
234, 1262
241, 5
243, 524
244, 42209
248, 1
252, 12
253, 3158
254, 1
255, 399
256, 266457
257, 326640
258, 205940
259, 77397
260, 999
261, 680
262, 225065
263, 7975
264, 1553
265, 486379
266, 312100
267, 292669
268, 304388
269, 239766
270, 196826
271, 322286
272, 237971
273, 273133
274, 283667
275, 280229
276, 226300
277, 280726
278, 424084
279, 243369
280, 396154
281, 224946
282, 232771
283, 262496
284, 187340
285, 175703
286, 246225
287, 38446
288, 3181
289, 452882
290, 134349
291, 81932
292, 2
293, 1459
294, 5453
295, 691
299, 681
301, 4
302, 1
303, 540776
304, 1908868
305, 1443158
306, 284403
307, 9592
308, 5804
309, 4
310, 813
311, 11
312, 11556
313, 2652
315, 283
316, 72704
317, 573
318, 265
322, 49
323, 2
324, 12
325, 5
326, 16
327, 3844
328, 557
329, 9554
330, 8
331, 215
332, 7942
333, 19702
334, 183072
342, 2
343, 11326353
344, 1649664
345, 12222454
346, 8271658
351, 2966
352, 981
356, 2005
357, 1704
358, 50565
359, 34
360, 198
361, 34
362, 544
363, 5
374, 352
381, 1
401, 1262
408, 5
410, 524
411, 42209
415, 1
419, 12
420, 3158
421, 1
422, 399
423, 266457
424, 326640
425, 205940
426, 77397
427, 999
428, 680
429, 225065
430, 7975
431, 1553
432, 486379
433, 312100
434, 292669
435, 304388
436, 239766
437, 196826
438, 322286
439, 237971
440, 273133
441, 283667
442, 280229
443, 226300
444, 280726
445, 424084
446, 243369
447, 396154
448, 224946
449, 232771
450, 262496
451, 187340
452, 175703
453, 246225
454, 38446
455, 3181
456, 452882
457, 134349
458, 81932
459, 2
460, 1459
461, 5453
462, 691
466, 681
468, 4
469, 1
470, 540776
471, 1908868
472, 1443158
473, 284403
474, 9592
475, 5804
476, 4
477, 813
478, 11
479, 11556
480, 2652
482, 283
483, 72704
484, 573
485, 265
489, 49
490, 2
491, 12
492, 5
493, 16
494, 3844
495, 557
496, 9554
497, 8
498, 215
499, 7942
500, 19702
501, 183072
509, 2
510, 11326353
511, 1649664
512, 12222454
513, 8271658
518, 2966
519, 981
523, 2005
524, 1704
525, 50565
526, 34
527, 198
528, 34
529, 544
530, 5
541, 352
548, 1
568, 1262
575, 5
577, 524
578, 42209
582, 1
586, 12
587, 3158
588, 1
589, 399
590, 266457
591, 326640
592, 205940
593, 77397
594, 999
595, 680
596, 225065
597, 7975
598, 1553
599, 486379
600, 312100
601, 292669
602, 304388
603, 239766
604, 196826
605, 322286
606, 237971
607, 273133
608, 283667
609, 280229
610, 226300
611, 280726
612, 424084
613, 243369
614, 396154
615, 224946
616, 232771
617, 262496
618, 187340
619, 175703
620, 246225
621, 38446
622, 3181
623, 452882
624, 134349
625, 81932
626, 2
627, 1459
628, 5453
629, 691
633, 681
635, 4
636, 1
637, 540776
638, 1908868
639, 1443158
640, 284403
641, 9592
642, 5804
643, 4
644, 813
645, 11
646, 11556
647, 2652
649, 283
650, 72704
651, 573
652, 265
656, 49
657, 2
658, 12
659, 5
660, 16
661, 3844
662, 557
663, 9554
664, 8
665, 215
666, 7942
667, 19702
668, 183072
676, 2
677, 11326353
678, 1649664
679, 12222454
680, 8271658
685, 2966
686, 981
690, 2005
691, 1704
692, 50565
693, 34
694, 198
695, 34
696, 544
697, 5
708, 352
715, 1
