retention_in_hour,count
0, 32533
1, 8027
2, 54142
3, 12007
4, 2131
5, 1965
6, 26925
7, 20212
8, 2560
9, 642
10, 268
11, 164
12, 896
13, 635
14, 2875
15, 4392
16, 7086
17, 23527
18, 12912
19, 728
20, 2179
21, 26885
22, 25551
23, 42846
24, 59370
25, 53
26, 56693
27, 17997
28, 1875
29, 76
30, 638
31, 365
32, 1576
33, 148
34, 20
35, 28
36, 4
37, 108
38, 8
39, 4
40, 2
41, 32
42, 36
43, 20
44, 832
45, 1020
46, 76
47, 108
48, 45784
49, 152
50, 108
51, 4
52, 12
53, 4
54, 16
55, 72
56, 12
57, 24
58, 8
59, 20
60, 12
61, 20
62, 4
64, 9
65, 75
66, 104
67, 20
68, 744
69, 712
70, 48
71, 104
72, 1812
73, 8
74, 27838
75, 70
76, 50
77, 74
78, 21
79, 232
81, 12
82, 4
88, 17
89, 84
90, 80
91, 11264
92, 16547
93, 204
94, 17
95, 672
96, 139
97, 221
98, 27836
99, 180
100, 30
101, 56
102, 51
103, 267
104, 3
105, 30
106, 7
107, 24
108, 7
109, 21
110, 33
111, 93
112, 6
113, 25
114, 9
115, 19
116, 508
117, 628
118, 33
119, 74
120, 539
121, 20900
122, 218732
123, 1375299
124, 9034315
125, 7914096
126, 1924013
127, 25429
128, 18821
129, 49
130, 255
131, 12
132, 89749
133, 3812
134, 2633
135, 3398
136, 10476
137, 2729
138, 93697
139, 1298
140, 447
141, 504
142, 23
143, 132
144, 148
145, 3
146, 27368
147, 56
148, 17
149, 43
150, 55
151, 300
152, 36
153, 24
154, 6
155, 6
156, 9
157, 42
161, 97
162, 10720
163, 75
164, 236
165, 1079
166, 137
167, 3385
168, 4
169, 27222
183, 24
184, 7
190, 7
191, 2
193, 27219
197, 3
198, 4
207, 2
214, 5
241, 27223
243, 3
244, 6
255, 9
256, 7
258, 11036
259, 16175
261, 7
262, 606
263, 10
264, 5
265, 27220
268, 4
279, 6
280, 4
282, 7
283, 4
286, 4
287, 2
288, 20830
289, 218147
290, 1375206
291, 9033552
292, 7913596
293, 1923950
294, 25372
295, 18782
296, 3
299, 89743
300, 3764
301, 1694
302, 3374
303, 10434
304, 2669
305, 93667
306, 1283
309, 5
312, 3
313, 27216
315, 8
328, 7
329, 10473
331, 22
332, 110
334, 22
335, 4
336, 27222
350, 24
351, 7
357, 7
358, 2
360, 27219
364, 3
365, 4
374, 2
381, 5
408, 27223
410, 3
411, 6
422, 9
423, 7
425, 11036
426, 16175
428, 7
429, 606
430, 10
431, 5
432, 27220
435, 4
446, 6
447, 4
449, 7
450, 4
453, 4
454, 2
455, 20830
456, 218147
457, 1375206
458, 9033552
459, 7913596
460, 1923950
461, 25372
462, 18782
463, 3
466, 89743
467, 3764
468, 1694
469, 3374
470, 10434
471, 2669
472, 93667
473, 1283
476, 5
479, 3
480, 27216
482, 8
495, 7
496, 10473
498, 22
499, 110
501, 22
502, 4
503, 27222
517, 24
518, 7
524, 7
525, 2
527, 27219
531, 3
532, 4
541, 2
548, 5
575, 27223
577, 3
578, 6
589, 9
590, 7
592, 11036
593, 16175
595, 7
596, 606
597, 10
598, 5
599, 27220
602, 4
613, 6
614, 4
616, 7
617, 4
620, 4
621, 2
622, 20830
623, 218147
624, 1375206
625, 9033552
626, 7913596
627, 1923950
628, 25372
629, 18782
630, 3
633, 89743
634, 3764
635, 1694
636, 3374
637, 10434
638, 2669
639, 93667
640, 1283
643, 5
646, 3
647, 27216
649, 8
662, 7
663, 10473
665, 22
666, 110
668, 22
669, 4
670, 27222
684, 24
685, 7
691, 7
692, 2
694, 27219
698, 3
699, 4
708, 2
715, 5
