retention_in_hour,count
0, 526365
1, 1036778
2, 777091
3, 771349
4, 564596
5, 906832
6, 859970
7, 4121
8, 114182
9, 214
10, 113432
11, 3697
12, 411
13, 723
14, 114498
15, 5268
16, 240826
17, 21710
18, 143265
19, 124635
20, 184352
21, 105252
22, 122677
23, 16357
24, 9776
25, 23733
26, 138288
27, 2108
28, 3913
29, 80
30, 227416
31, 15936
32, 57699
33, 84
34, 24
35, 16
36, 8
37, 4
38, 16
39, 620
40, 235536
41, 6696
42, 873
43, 1164
44, 473388
45, 736
46, 1436
47, 1673
48, 9896
49, 196
50, 944
51, 696
52, 56
53, 60
54, 80
55, 780
56, 53723
57, 28
59, 32
60, 16
61, 76
62, 208
63, 524
64, 2456
65, 5680
66, 2936
67, 2160
68, 3376
69, 1032
70, 11200
71, 4848
72, 4552
73, 30196
74, 1277
75, 2316
76, 1466
77, 632
78, 6008
79, 16036
80, 58082
81, 4
82, 4
85, 4
86, 46
87, 496
88, 1719
89, 3516
90, 16885
91, 3975
92, 6521
93, 31836
94, 95396
95, 62414
96, 11259
97, 13187
98, 2753
99, 429
100, 812
101, 199
102, 62
103, 51
104, 10
105, 7
109, 3
111, 323
112, 4520
113, 7198
114, 45377
115, 1973
116, 5277
117, 9631
118, 374
119, 68224
120, 15929
121, 297
122, 2672
123, 567
124, 107
125, 14
126, 8
127, 5
128, 3
129, 3
131, 4
132, 12
133, 9
134, 66
135, 20
136, 124
137, 26123
138, 459
139, 137985
140, 987
141, 241
142, 1206
143, 1529
144, 4912
145, 2446
146, 636
147, 2185
148, 1921
149, 1721
150, 727
151, 96
152, 25
153, 9
154, 9
156, 4
157, 3
158, 33
159, 372
160, 1593
161, 1522
162, 3126
163, 7823
164, 1621
165, 8733
166, 3299
167, 87903
168, 25
169, 14
174, 2849
175, 113929
177, 113255
178, 3565
181, 114174
182, 1576
183, 649
184, 2403
185, 117590
186, 3928
187, 2163
188, 780
189, 114935
190, 5910
191, 297
192, 14288
193, 114274
194, 1772
195, 11
199, 57655
207, 1
209, 96
214, 1
223, 53710
241, 13
243, 2
247, 57641
254, 220
255, 1144
256, 2004
257, 10817
258, 2621
259, 1388
260, 23047
261, 91120
262, 61591
263, 10451
264, 12776
265, 2598
266, 92
267, 101
268, 3
271, 4
278, 293
279, 4410
280, 7069
281, 45129
282, 1876
283, 5140
284, 9548
285, 157
286, 67982
287, 15288
288, 244
289, 1860
290, 528
291, 44
292, 1
293, 2
294, 5
301, 3
302, 11
303, 7
304, 25642
305, 246
306, 136787
307, 460
308, 65
309, 959
310, 830
319, 4
323, 1
326, 260
327, 279
328, 1078
329, 1503
330, 363
331, 379
332, 1221
333, 97
334, 74408
335, 25
336, 14
341, 2849
342, 113929
344, 113255
345, 3565
348, 114174
349, 1576
350, 649
351, 2403
352, 117590
353, 3928
354, 2163
355, 780
356, 114935
357, 5910
358, 297
359, 14288
360, 114274
361, 1772
362, 11
366, 57655
374, 1
376, 96
381, 1
390, 53710
408, 13
410, 2
414, 57641
421, 220
422, 1144
423, 2004
424, 10817
425, 2621
426, 1388
427, 23047
428, 91120
429, 61591
430, 10451
431, 12776
432, 2598
433, 92
434, 101
435, 3
438, 4
445, 293
446, 4410
447, 7069
448, 45129
449, 1876
450, 5140
451, 9548
452, 157
453, 67982
454, 15288
455, 244
456, 1860
457, 528
458, 44
459, 1
460, 2
461, 5
468, 3
469, 11
470, 7
471, 25642
472, 246
473, 136787
474, 460
475, 65
476, 959
477, 830
486, 4
490, 1
493, 260
494, 279
495, 1078
496, 1503
497, 363
498, 379
499, 1221
500, 97
501, 74408
502, 25
503, 14
508, 2849
509, 113929
511, 113255
512, 3565
515, 114174
516, 1576
517, 649
518, 2403
519, 117590
520, 3928
521, 2163
522, 780
523, 114935
524, 5910
525, 297
526, 14288
527, 114274
528, 1772
529, 11
533, 57655
541, 1
543, 96
548, 1
557, 53710
575, 13
577, 2
581, 57641
588, 220
589, 1144
590, 2004
591, 10817
592, 2621
593, 1388
594, 23047
595, 91120
596, 61591
597, 10451
598, 12776
599, 2598
600, 92
601, 101
602, 3
605, 4
612, 293
613, 4410
614, 7069
615, 45129
616, 1876
617, 5140
618, 9548
619, 157
620, 67982
621, 15288
622, 244
623, 1860
624, 528
625, 44
626, 1
627, 2
628, 5
635, 3
636, 11
637, 7
638, 25642
639, 246
640, 136787
641, 460
642, 65
643, 959
644, 830
653, 4
657, 1
660, 260
661, 279
662, 1078
663, 1503
664, 363
665, 379
666, 1221
667, 97
668, 74408
669, 25
670, 14
675, 2849
676, 113929
678, 113255
679, 3565
682, 114174
683, 1576
684, 649
685, 2403
686, 117590
687, 3928
688, 2163
689, 780
690, 114935
691, 5910
692, 297
693, 14288
694, 114274
695, 1772
696, 11
700, 57655
708, 1
710, 96
715, 1
