2000,0.0000714,0.0000967,0.000113054,0.000130485,0.000140485,0.00015267,0.000161249,0.000172177,0.000179772,0.000186766,0.000197476
3000,0.000111688,0.000152014,0.000169336,0.000192176,0.00021365,0.000228185,0.000242884,0.000259222,0.000266052,0.000278456,0.000299712
4000,0.000176603,0.000227202,0.000259714,0.000284521,0.000314082,0.000340529,0.000360583,0.000388286,0.000400198,0.000421727,0.000443803
5000,0.000249769,0.000324027,0.000369162,0.000415935,0.000461889,0.000497079,0.00052582,0.000541229,0.00056866,0.000605871,0.000649366
8000,0.00041,0.00068,0.000759162,0.000855935,0.000951889,0.001007079,0.00106582,0.001081229,0.00116866,0.001265871,0.001369366
10000,0.00063,0.0009,0.001089162,0.001205935,0.001341889,0.001417079,0.00149582,0.001501229,0.00162866,0.001765871,0.001909366
15000,0.00128,0.00171,0.002089162,0.002205935,0.0025,0.0027,0.00295,0.0031,0.0033,0.0035,0.0037
20000,0.00183,0.00246,0.0031,0.0035,0.0039,0.00425,0.0046,0.0049,0.0052,0.0056,0.0059
