retention_in_hour,count
0, 138261
1, 259130
2, 194198
3, 192723
4, 141072
5, 226660
6, 214969
7, 3127
8, 113994
9, 48
10, 113298
11, 3597
12, 102
13, 175
14, 114257
15, 2499
16, 60729
17, 7653
18, 124902
19, 34033
20, 49302
21, 26975
22, 116847
23, 8571
24, 2419
25, 16602
26, 120272
27, 1838
28, 949
29, 17
30, 56845
31, 3982
32, 57667
33, 20
34, 6
35, 3
36, 2
37, 1
38, 4
39, 152
40, 58884
41, 1669
42, 309
43, 278
44, 118340
45, 160
46, 322
47, 401
48, 2459
49, 41
50, 223
51, 174
52, 11
53, 12
54, 16
55, 189
56, 53712
57, 6
59, 6
60, 4
61, 17
62, 29
63, 129
64, 610
65, 1136
66, 610
67, 410
68, 788
69, 209
70, 2792
71, 999
72, 1108
73, 7523
74, 291
75, 568
76, 358
77, 153
78, 1493
79, 4005
80, 57753
82, 1
86, 2
87, 237
88, 1429
89, 2219
90, 14184
91, 2927
92, 4817
93, 23843
94, 94772
95, 62074
96, 10730
97, 12806
98, 2624
99, 96
100, 274
101, 43
104, 4
111, 320
112, 4493
113, 7180
114, 45338
115, 1904
116, 5211
117, 9598
118, 234
119, 68056
120, 15440
121, 249
122, 2039
123, 528
124, 53
125, 2
126, 2
127, 5
131, 4
134, 3
135, 11
136, 31
137, 25643
138, 255
139, 136986
140, 588
141, 67
142, 966
143, 1081
144, 1183
145, 586
146, 74
147, 394
148, 466
149, 413
150, 175
152, 4
156, 1
159, 305
160, 314
161, 1080
162, 1505
163, 364
164, 379
165, 1227
166, 98
167, 66303
