retention_in_hour,count
320011, 1
320012, 3
320013, 1
320014, 6
320015, 4
320016, 2
320017, 2
320018, 2
320019, 1
320022, 1
320023, 6
320024, 8
320025, 8
320026, 2
320027, 1
320028, 3
320029, 1
320030, 3
320031, 11
320032, 24862
330000, 193
330001, 45
330002, 17
330003, 1
330004, 3
330005, 4
330007, 1
330008, 1
330009, 4
330010, 1
330011, 1
330012, 1
330013, 3
330014, 3
330015, 5
330016, 2
330018, 1
330020, 5
330021, 4
330022, 2
330023, 3
330024, 48
330025, 7
330026, 6
330027, 1
330028, 1
330029, 2
330031, 2
330032, 15
330033, 693
340000, 265
340001, 97
340002, 24
340003, 3
340004, 5
340005, 18
340006, 12
340007, 3
340008, 4
340009, 11
340010, 4
340011, 2
340012, 2
340013, 10
340014, 1
340015, 4
340016, 2
340017, 305
340020, 3
340021, 5
340022, 2
340024, 22
340025, 9
340027, 1
340028, 1
340031, 2
340032, 7
340033, 4
340034, 26695
350000, 238
350001, 230
350002, 8
350003, 3
350004, 14
350005, 1
350006, 2
350007, 1
350008, 2
350009, 8
350010, 2
350011, 1
350014, 7
350015, 2
350016, 321
350017, 1
350019, 1
350020, 1
350021, 3
350023, 7
350024, 4
350025, 5
350027, 1
350028, 1
350029, 1
350032, 2
350033, 2
350034, 21
350035, 25257
360000, 364
360001, 339
360002, 12
360003, 3
360004, 2
360005, 4
360006, 2
360008, 3
360009, 5
360010, 3
360011, 7
360012, 6
360013, 9
360014, 1
360015, 11
360016, 1
360017, 145
360018, 2
360019, 15
360020, 3
360023, 1
360024, 12
360025, 5
360026, 2
360027, 1
360031, 1
360032, 2
360034, 6
360035, 10
360036, 5716
370000, 185
370001, 112
370002, 8
370003, 13
370004, 4
370007, 3
370008, 7
370009, 1
370010, 13
370011, 1
370012, 4
370013, 9
370014, 2
370015, 2
370018, 2
370019, 1
370021, 1
370022, 1
370023, 1
370024, 10
370025, 9
370027, 1
370028, 1
370032, 5
370033, 2
370035, 5
370036, 3
370037, 20676
380000, 35
380001, 47
380002, 18
380003, 1
380004, 12
380006, 1
380007, 1
380012, 2
380013, 4
380015, 3
380016, 2
380017, 7
380018, 3
380019, 1
380020, 1
380021, 1
380022, 3
380023, 3
380024, 14
380025, 5
380027, 2
380028, 2
380034, 1
380035, 1
380036, 9
380037, 3
380038, 22772
390000, 54
390001, 19
390002, 13
390003, 2
390004, 1
390005, 2
390007, 4
390009, 17
390010, 3
390012, 1
390013, 2
390014, 2
390015, 11
390017, 103
390018, 1
390019, 2
390020, 12
390022, 97
390023, 1
390024, 12
390025, 6
390027, 3
390029, 1
390031, 8
390032, 180
390035, 9
390036, 3
390037, 5
390038, 6
390039, 5233
400000, 391
400001, 19
400002, 24
400003, 15
400004, 1
400005, 2
400007, 2
400008, 1
400009, 7
400010, 2
400011, 2
400012, 2
400014, 5
400015, 74
400016, 14
400017, 22
400018, 1
400019, 3
400020, 1
400023, 11
400024, 19
400025, 5
400027, 1
400030, 3
400031, 5
400033, 2
400034, 1
400035, 1
400036, 2
400038, 10
400039, 3
400040, 927
410000, 186
410001, 39
410002, 13
410003, 6
410004, 3
410005, 2
410006, 2
410007, 2
410008, 3
410009, 1
410011, 4
410013, 4
410014, 4
410015, 3
410016, 17
410017, 1
410018, 4
410019, 2
410020, 8
410021, 4
410022, 4
410023, 5
410024, 15
410025, 11
410027, 3
410028, 1
410029, 1
410031, 1
410032, 3
410033, 169
410034, 57
410036, 2
410038, 17
410039, 5
410040, 3
410041, 22207
420000, 34
420001, 13
420002, 38
420003, 6
420005, 1
420006, 2
420008, 3
420009, 2
420010, 8
420012, 1
420013, 5
420015, 10
420016, 2
420017, 27
420018, 2
420022, 1
420023, 2
420024, 15
420025, 12
420028, 1
420031, 1
420032, 1
420034, 2
420035, 5
420040, 1
420041, 8
420042, 11870
430000, 53
430001, 29
430002, 10
430005, 2
430006, 1
430007, 2
430009, 6
430010, 1
430011, 1
430012, 1
430013, 1
430014, 6
430015, 15
430016, 4
430017, 21
430018, 10
430020, 2
430021, 3
430022, 2
430023, 22
430024, 10
430025, 12
430026, 2
430027, 1
430030, 3
430033, 1
430036, 1
430038, 4
430039, 1
430041, 5
430042, 3
430043, 32583
440000, 55
440001, 15
440002, 6
440003, 9
440004, 1
440005, 1
440008, 2
440009, 3
440011, 1
440012, 1
440013, 1
440015, 15
440017, 1
440018, 1
440019, 1
440020, 1
440022, 1
440023, 5
440024, 32
440025, 4
440026, 1
440027, 9
440029, 1
440032, 4
440034, 2
440036, 1
440037, 1
440039, 5
440040, 1
440041, 15
440042, 3
440043, 6
440044, 7074
450000, 89
450001, 27
450002, 6
450003, 24
450004, 1
450005, 12
450006, 2
450007, 1
450009, 2
450010, 2
450012, 5
450013, 2
450014, 2
450015, 760
450016, 11
450017, 60
450018, 1
450019, 1
450020, 69
450021, 3
450023, 1
450024, 15
450025, 45
450026, 1
450027, 3
450028, 2
450029, 34
450033, 1
450035, 3
450037, 1
450038, 1
450039, 1
450040, 12
450041, 1
450043, 1
450045, 49368
460000, 40
460001, 38
460002, 6
460003, 220
460006, 1
460007, 1
460008, 1
460009, 2
460012, 18
460014, 2
460015, 1
460016, 2
460017, 2
460018, 1
460021, 4
460022, 1
460023, 1
460024, 10
460025, 2
460028, 1
460029, 5
460032, 1
460034, 9
460035, 1
460039, 1
460040, 8
460046, 25901
470000, 54
470001, 15
470002, 8
470003, 4
470004, 2
470005, 1
470006, 2
470009, 1
470010, 1
470011, 1
470012, 3
470013, 2
470015, 34
470017, 1
470021, 3
470023, 1
470024, 30
470025, 8
470026, 1
470028, 3
470029, 3
470030, 3
470031, 3
470032, 2
470033, 1
470040, 5
470041, 1
470043, 4
470044, 3
470045, 1
470047, 156357
480000, 1943
480001, 22
480002, 15
480003, 3
480004, 1
480005, 3
480006, 6
480008, 4
480009, 3
480011, 2
480012, 1
480013, 18
480014, 1
480015, 67
480018, 3
480020, 2
480021, 49
480022, 3
480023, 133
480024, 434
480025, 3
480027, 10
480028, 1
480030, 2
480031, 5
480033, 1
480034, 4
480035, 9
480037, 2
480039, 1
480041, 2
480043, 4
480044, 2
480045, 1
480046, 2
480047, 2
480048, 207562
490000, 908
