retention_in_hour,count
0, 523522
1, 98668
2, 34341
3, 53643
4, 13151
5, 18041
6, 16675
7, 19700
8, 26044
9, 11480
10, 13155
11, 16020
12, 3209
13, 3998
14, 17920
15, 8056
16, 3137
17, 2453
18, 3323
19, 6501
20, 4036
21, 40347
22, 4613
23, 5801
24, 59237
25, 2431
26, 36055
27, 2720
28, 5582
29, 2681
30, 3015
31, 4790
32, 11860
33, 3026
34, 12371
35, 6975
36, 913
37, 1067
38, 5727
39, 1961
40, 1035
41, 39263
42, 4740
43, 2640
44, 1007
45, 2525
46, 1957
47, 5458
48, 3529
49, 1339
50, 1131
51, 1959
52, 926
53, 2372
54, 2345
55, 2970
56, 9484
57, 1656
58, 8682
59, 4336
60, 1607
61, 23227
62, 5912
63, 3184
64, 3362
65, 2679
66, 1689
67, 1798
68, 2872
69, 1581
70, 791
71, 3212
72, 26110
73, 2151
74, 284
75, 25257
76, 2180
77, 682
78, 371
79, 3361
80, 8688
81, 23912
82, 10661
83, 4937
84, 836
85, 621
86, 2585
87, 6484
88, 539
89, 810
90, 452
91, 756
92, 808
93, 11734
94, 129045
95, 38383
96, 20799
97, 38787
98, 3782
99, 1185
100, 5959
101, 47249
102, 25300
103, 5844
104, 9294
105, 741
106, 14991
107, 4269
108, 316
109, 2929
110, 19234
111, 3992
112, 1133
113, 18641
114, 907
115, 2017
116, 510
117, 1214
118, 1293
119, 2366
120, 34626
121, 2359
122, 118
123, 29409
124, 154
125, 26
126, 1132
127, 2082
128, 7017
129, 652
130, 11540
131, 9333
132, 1039
133, 880
134, 7373
135, 1171
136, 177
137, 738
138, 93
139, 1240
140, 1570
141, 415
142, 2928
143, 26930
144, 1418
145, 695
146, 78
147, 27919
148, 152
149, 41
150, 20
151, 25948
152, 7662
153, 1701
154, 13277
155, 4020
156, 140
157, 1086
158, 3159
159, 918
160, 783
161, 25735
162, 4998
163, 1962
164, 1496
165, 473
166, 194
167, 3333
168, 338
