retention_in_hour,count
0, 2285171
1, 3146228
2, 1362806
3, 3194868
4, 2789348
5, 477779
6, 270917
7, 11959
8, 12161
9, 15612002
10, 14958942
11, 15878062
12, 11139726
13, 2915816
14, 1508180
15, 13839
16, 55597
17, 88250
18, 42709
19, 28111
20, 10959
21, 5447
22, 83323
23, 268447
24, 495351
25, 170727
26, 2367860
27, 2404097
28, 1924540
29, 1870608
30, 1256171
31, 562235
32, 2726
33, 649
34, 2133
35, 262984
36, 3773313
37, 2464854
38, 1173016
39, 171940
40, 295195
41, 4563
42, 43725
43, 6273
44, 1246
45, 982
46, 5394
47, 1536
48, 2365
49, 10365
50, 2302072
51, 2403005
52, 1506704
53, 2183357
54, 34141
55, 122
56, 452
57, 249
58, 1266
59, 240013
60, 362
61, 71
62, 239
63, 5818
64, 2282
65, 1069
66, 399
67, 3381
68, 236
69, 68
70, 99
71, 300
72, 147
73, 411
74, 619
75, 308
76, 82134
77, 44613
78, 25598
79, 18027
80, 2448
81, 1842
82, 373
83, 23
84, 239208
85, 1584
86, 6164
87, 73
88, 82039
89, 347628
90, 349912
91, 838047
92, 716089
93, 273447
94, 298403
95, 508684
96, 2276201
97, 3193400
98, 3214381
99, 2929080
100, 300202
101, 342454
102, 260836
103, 209766
104, 343455
105, 242416
106, 275865
107, 288062
108, 289960
109, 467793
110, 284280
111, 449309
112, 1511625
113, 3219780
114, 2649029
115, 316222
116, 263032
117, 187383
118, 519948
119, 908103
120, 48477
121, 3230
122, 458721
123, 134374
124, 82186
125, 2316
126, 17317
127, 5469
128, 9312
129, 15892
131, 3
132, 687
133, 1
134, 239098
135, 1
136, 540813
137, 1908942
138, 1445168
139, 284751
140, 9593
141, 5804
142, 27
143, 837
144, 4985
145, 28737
146, 2655
148, 284
149, 72708
150, 604
151, 265
154, 1
155, 49
156, 2
157, 12
158, 5
159, 16
160, 3844
161, 557
162, 9554
163, 8
164, 215
165, 7973
166, 19703
167, 183069
